2025-03-03 23:46:38.4132 | Microsoft.Hosting.Lifetime | INFO | Now listening on: https://localhost:7222 | 
2025-03-03 23:49:21.8961 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request starting HTTP/2 GET https://localhost:7222/Swagger/index.html - - | 
2025-03-03 23:49:22.3509 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request finished HTTP/2 GET https://localhost:7222/Swagger/index.html - - - 200 - text/html;charset=utf-8 454.7768ms | 
2025-03-03 23:49:22.4292 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request starting HTTP/2 GET https://localhost:7222/_framework/aspnetcore-browser-refresh.js - - | 
2025-03-03 23:49:22.4673 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request starting HTTP/2 GET https://localhost:7222/_vs/browserLink - - | 
2025-03-03 23:49:22.4695 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request starting HTTP/2 GET https://localhost:7222/Swagger/index.js - - | 
2025-03-03 23:49:22.4695 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request finished HTTP/2 GET https://localhost:7222/_framework/aspnetcore-browser-refresh.js - - - 200 12006 application/javascript;+charset=utf-8 53.6429ms | 
2025-03-03 23:49:22.4871 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request finished HTTP/2 GET https://localhost:7222/Swagger/index.js - - - 200 - application/javascript;charset=utf-8 17.3953ms | 
2025-03-03 23:49:22.8068 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request finished HTTP/2 GET https://localhost:7222/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 339.0723ms | 
2025-03-03 23:49:23.4067 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request starting HTTP/2 GET https://localhost:7222/Swagger/v1/swagger.json - - | 
2025-03-03 23:49:23.4290 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request finished HTTP/2 GET https://localhost:7222/Swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 22.3490ms | 
2025-03-03 23:49:29.2409 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request starting HTTP/2 GET https://localhost:7222/HelloGreeting - - | 
2025-03-03 23:49:29.2573 | Microsoft.AspNetCore.Routing.EndpointMiddleware | INFO | Executing endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Get (HelloGreetingApplication)' | 
2025-03-03 23:49:29.2573 | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | INFO | Route matched with {action = "Get", controller = "HelloGreeting"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Get() on controller HelloGreetingApplication.Controllers.HelloGreetingController (HelloGreetingApplication). | 
2025-03-03 23:49:29.2675 | HelloGreetingApplication.Controllers.HelloGreetingController | INFO | GET request received | 
2025-03-03 23:49:29.2675 | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | INFO | Executing OkObjectResult, writing value of type 'ModelLayer.Model.ResponseModel`1[[System.String, System.Private.CoreLib, Version=6.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'. | 
2025-03-03 23:49:29.2675 | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | INFO | Executed action HelloGreetingApplication.Controllers.HelloGreetingController.Get (HelloGreetingApplication) in 5.8544ms | 
2025-03-03 23:49:29.2675 | Microsoft.AspNetCore.Routing.EndpointMiddleware | INFO | Executed endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Get (HelloGreetingApplication)' | 
2025-03-03 23:49:29.2675 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request finished HTTP/2 GET https://localhost:7222/HelloGreeting - - - 200 - application/json;+charset=utf-8 34.8126ms | 
2025-03-03 23:49:42.0773 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request starting HTTP/2 POST https://localhost:7222/HelloGreeting application/json 42 | 
2025-03-03 23:49:42.0836 | Microsoft.AspNetCore.Routing.EndpointMiddleware | INFO | Executing endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Post (HelloGreetingApplication)' | 
2025-03-03 23:49:42.1516 | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | INFO | Route matched with {action = "Post", controller = "HelloGreeting"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Post(ModelLayer.Model.RequestModel) on controller HelloGreetingApplication.Controllers.HelloGreetingController (HelloGreetingApplication). | 
2025-03-03 23:49:42.2617 | HelloGreetingApplication.Controllers.HelloGreetingController | INFO | POST request received with Key: string | 
2025-03-03 23:49:42.2617 | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | INFO | Executing OkObjectResult, writing value of type 'ModelLayer.Model.ResponseModel`1[[System.String, System.Private.CoreLib, Version=6.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'. | 
2025-03-03 23:49:42.2690 | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | INFO | Executed action HelloGreetingApplication.Controllers.HelloGreetingController.Post (HelloGreetingApplication) in 112.8649ms | 
2025-03-03 23:49:42.2690 | Microsoft.AspNetCore.Routing.EndpointMiddleware | INFO | Executed endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Post (HelloGreetingApplication)' | 
2025-03-03 23:49:42.2690 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request finished HTTP/2 POST https://localhost:7222/HelloGreeting application/json 42 - 200 - application/json;+charset=utf-8 196.1958ms | 
2025-03-03 23:49:58.0891 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request starting HTTP/2 PUT https://localhost:7222/HelloGreeting application/json 42 | 
2025-03-03 23:49:58.1014 | Microsoft.AspNetCore.Routing.EndpointMiddleware | INFO | Executing endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Put (HelloGreetingApplication)' | 
2025-03-03 23:49:58.1014 | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | INFO | Route matched with {action = "Put", controller = "HelloGreeting"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Put(ModelLayer.Model.RequestModel) on controller HelloGreetingApplication.Controllers.HelloGreetingController (HelloGreetingApplication). | 
2025-03-03 23:49:58.1133 | HelloGreetingApplication.Controllers.HelloGreetingController | INFO | PUT request received with Key: string | 
2025-03-03 23:49:58.1133 | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | INFO | Executing OkObjectResult, writing value of type 'ModelLayer.Model.ResponseModel`1[[System.String, System.Private.CoreLib, Version=6.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'. | 
2025-03-03 23:49:58.1133 | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | INFO | Executed action HelloGreetingApplication.Controllers.HelloGreetingController.Put (HelloGreetingApplication) in 8.2771ms | 
2025-03-03 23:49:58.1133 | Microsoft.AspNetCore.Routing.EndpointMiddleware | INFO | Executed endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Put (HelloGreetingApplication)' | 
2025-03-03 23:49:58.1133 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request finished HTTP/2 PUT https://localhost:7222/HelloGreeting application/json 42 - 200 - application/json;+charset=utf-8 31.7209ms | 
2025-03-03 23:50:01.2237 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request starting HTTP/2 PUT https://localhost:7222/HelloGreeting application/json 42 | 
2025-03-03 23:50:01.2237 | Microsoft.AspNetCore.Routing.EndpointMiddleware | INFO | Executing endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Put (HelloGreetingApplication)' | 
2025-03-03 23:50:01.2357 | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | INFO | Route matched with {action = "Put", controller = "HelloGreeting"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Put(ModelLayer.Model.RequestModel) on controller HelloGreetingApplication.Controllers.HelloGreetingController (HelloGreetingApplication). | 
2025-03-03 23:50:01.2357 | HelloGreetingApplication.Controllers.HelloGreetingController | INFO | PUT request received with Key: string | 
2025-03-03 23:50:01.2357 | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | INFO | Executing OkObjectResult, writing value of type 'ModelLayer.Model.ResponseModel`1[[System.String, System.Private.CoreLib, Version=6.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'. | 
2025-03-03 23:50:01.2357 | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | INFO | Executed action HelloGreetingApplication.Controllers.HelloGreetingController.Put (HelloGreetingApplication) in 5.5731ms | 
2025-03-03 23:50:01.2510 | Microsoft.AspNetCore.Routing.EndpointMiddleware | INFO | Executed endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Put (HelloGreetingApplication)' | 
2025-03-03 23:50:01.2510 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request finished HTTP/2 PUT https://localhost:7222/HelloGreeting application/json 42 - 200 - application/json;+charset=utf-8 34.2780ms | 
2025-03-03 23:50:17.3177 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request starting HTTP/2 PATCH https://localhost:7222/HelloGreeting?Key=ram - - | 
2025-03-03 23:50:17.3177 | Microsoft.AspNetCore.Routing.EndpointMiddleware | INFO | Executing endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Patch (HelloGreetingApplication)' | 
2025-03-03 23:50:17.3366 | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | INFO | Route matched with {action = "Patch", controller = "HelloGreeting"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Patch(System.String) on controller HelloGreetingApplication.Controllers.HelloGreetingController (HelloGreetingApplication). | 
2025-03-03 23:50:17.3796 | HelloGreetingApplication.Controllers.HelloGreetingController | INFO | PATCH request received with Key: ram | 
2025-03-03 23:50:17.3796 | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | INFO | Executing OkObjectResult, writing value of type 'ModelLayer.Model.ResponseModel`1[[System.String, System.Private.CoreLib, Version=6.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'. | 
2025-03-03 23:50:17.3796 | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | INFO | Executed action HelloGreetingApplication.Controllers.HelloGreetingController.Patch (HelloGreetingApplication) in 47.9623ms | 
2025-03-03 23:50:17.3796 | Microsoft.AspNetCore.Routing.EndpointMiddleware | INFO | Executed endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Patch (HelloGreetingApplication)' | 
2025-03-03 23:50:17.3796 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request finished HTTP/2 PATCH https://localhost:7222/HelloGreeting?Key=ram - - - 200 - application/json;+charset=utf-8 72.2824ms | 
2025-03-03 23:50:34.7823 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request starting HTTP/2 DELETE https://localhost:7222/HelloGreeting?Key=ram - - | 
2025-03-03 23:50:34.7823 | Microsoft.AspNetCore.Routing.EndpointMiddleware | INFO | Executing endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Delete (HelloGreetingApplication)' | 
2025-03-03 23:50:34.8004 | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | INFO | Route matched with {action = "Delete", controller = "HelloGreeting"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Delete(System.String) on controller HelloGreetingApplication.Controllers.HelloGreetingController (HelloGreetingApplication). | 
2025-03-03 23:50:34.8004 | HelloGreetingApplication.Controllers.HelloGreetingController | INFO | DELETE request received with Key: ram | 
2025-03-03 23:50:34.8004 | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | INFO | Executing OkObjectResult, writing value of type 'ModelLayer.Model.ResponseModel`1[[System.String, System.Private.CoreLib, Version=6.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'. | 
2025-03-03 23:50:34.8004 | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | INFO | Executed action HelloGreetingApplication.Controllers.HelloGreetingController.Delete (HelloGreetingApplication) in 8.5334ms | 
2025-03-03 23:50:34.8127 | Microsoft.AspNetCore.Routing.EndpointMiddleware | INFO | Executed endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Delete (HelloGreetingApplication)' | 
2025-03-03 23:50:34.8127 | Microsoft.AspNetCore.Hosting.Diagnostics | INFO | Request finished HTTP/2 DELETE https://localhost:7222/HelloGreeting?Key=ram - - - 200 - application/json;+charset=utf-8 32.1779ms | 
